"INCIDENT_ID","FIRST_OCCURENCE_DATE","LAST_OCCURENCE_DATE","REPORTDATE","INCIDENT_ADDRESS","GEO_X","GEO_Y","DISTRICT_ID","PRECINCT_ID","OFFENSE_CODE","OFFENSE_TYPE_ID","OFFENSE_CATEGORY_ID","MJ_RELATION_TYPE","NEIGHBORHOOD_ID"
"2015395504","13-JUL-15","13-JUL-15","13-JUL-15","E ELK PL / N CRYSTAL ST","3188411","1709742","5","512","1205","ROBBERY - STREET","Robbery-Street-Res","NON-INDUSTRY","montbello"
"2013556392","17-NOV-13","18-NOV-13","18-NOV-13","4960 N JACKSON ST","3156636","1711977","2","212","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","elyria-swansea"
"2014170968","04-APR-14","04-APR-14","05-APR-14","2039 S GILPIN ST","3149766","1672821","3","313","2202","BURGLARY - RESIDENCE BY FORCE","Burglary","NON-INDUSTRY","university"
"2015413907","22-JUL-15","22-JUL-15","22-JUL-15","4990 N HOOKER ST","3132533","1711997","1","111","2202","BURGLARY - RESIDENCE BY FORCE","Burglary","NON-INDUSTRY","regis"
"2015581938","06-OCT-15","","06-OCT-15","1332 S CHEROKEE ST","3143338","1677553","3","311","2308","THEFT - FROM BLDG","Larceny","INDUSTRY","overland"
"2014354137","08-JUL-14","","09-JUL-14","2200 BLOCK LAWRENCE ST","3143775","1700133","6","611","1313","ASSAULT - SIMPLE","Simple Assault","NON-INDUSTRY","five-points"
"2013416510","01-SEP-13","01-SEP-13","01-SEP-13","735 W BAYAUD AVE","3141360","1685867","3","311","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","baker"
"2013511207","20-OCT-13","20-OCT-13","23-OCT-13","527 E MISSISSIPPI AVE","3145981","1679128","3","311","2399","THEFT - OTHER","Larceny","INDUSTRY","washington-park-west"
"2016200139","31-MAR-16","","31-MAR-16","1350 N XENIA ST","3172805","1694331","2","223","1205","ROBBERY - STREET","Robbery-Street-Res","NON-INDUSTRY","east-colfax"
"2015168475","27-MAR-15","27-MAR-15","28-MAR-15","543 N BRYANT ST","3135294","1689181","4","411","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","valverde"
"2015587042","08-OCT-15","08-OCT-15","08-OCT-15","432 S BROADWAY ST","3144200","1683431","3","311","5312","DISTURBING THE PEACE","All Other Crimes","INDUSTRY","washington-park-west"
"2016186990","25-MAR-16","25-MAR-16","25-MAR-16","3638 N MARION ST","3148449","1704970","2","211","2202","BURGLARY - RESIDENCE BY FORCE","Burglary","NON-INDUSTRY","cole"
"2015747230","26-DEC-15","26-DEC-15","26-DEC-15","4550 S KIPLING ST","3110151","1655944","4","423","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","marston"
"2014362122","13-JUL-14","","13-JUL-14","2042 ARAPAHOE ST","3143416","1699248","6","611","2999","CRIMINAL MISCHIEF - OTHER","Criminal Mischief-Property","INDUSTRY","five-points"
"2014397776","29-JUL-14","30-JUL-14","31-JUL-14","310 N ST PAUL ST","3154517","1688064","3","312","2399","THEFT - OTHER","Larceny","INDUSTRY","cherry-creek"
"2015120690","04-MAR-15","04-MAR-15","04-MAR-15","1191 S BANNOCK ST","3143412","1678505","3","311","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","overland"
"2015599317","14-OCT-15","14-OCT-15","14-OCT-15","746 S WOLFF ST","3127153","1681439","4","412","1315","AGGRAVATED ASSAULT","Agg ASLT-Firearm","NON-INDUSTRY","westwood"
"201360092","06-FEB-13","","06-FEB-13","1499 N BROADWAY ST","3144130","1694794","6","611","1205","ROBBERY - STREET","Robbery-Street-Res","NON-INDUSTRY","civic-center"
"201356859","26-JAN-13","26-JAN-13","04-FEB-13","5195 E 39TH AVE","3160986","1706496","2","221","2308","THEFT - FROM BLDG","Larceny","INDUSTRY","northeast-park-hill"
"2016243893","19-APR-16","20-APR-16","20-APR-16","1015 W EVANS AVE","3140803","1672548","4","422","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","college-view-south-platte"
"2015312715","06-JUN-15","06-JUN-15","06-JUN-15","6302 E COLFAX AVE","3164607","1694932","2","222","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","montclair"
"2013448756","18-SEP-13","18-SEP-13","18-SEP-13","2291 S KALAMATH ST","3140449","1671192","4","422","2205","BURGLARY - BUSINESS NO FORCE","Burglary","INDUSTRY","college-view-south-platte"
"2014501078","21-SEP-14","21-SEP-14","21-SEP-14","8135 E COLFAX AVE","3170631","1695110","2","223","1315","AGGRAVATED ASSAULT","Agg ASLT-Other","NON-INDUSTRY","east-colfax"
"2013447886","18-SEP-13","18-SEP-13","18-SEP-13","4373 N JASON ST","3140596","1708036","1","112","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","sunnyside"
"20146004060","01-MAY-14","02-MAY-14","07-MAY-14","424 N LIPAN ST","3140367","1688657","3","311","2399","THEFT - OTHER","Larceny","INDUSTRY","baker"
"2013428328","06-SEP-13","07-SEP-13","07-SEP-13","6302 E COLFAX AVE","3164607","1694932","2","222","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","montclair"
"2014644518","05-DEC-14","05-DEC-14","05-DEC-14","395 N YUMA ST","3136294","1688197","4","411","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","valverde"
"201510609","05-JAN-15","06-JAN-15","06-JAN-15","8100 E COLFAX AVE","3170515","1694946","2","223","1315","AGGRAVATED ASSAULT","Agg ASLT-Firearm","NON-INDUSTRY","east-colfax"
"2015380779","07-JUL-15","","07-JUL-15","4572 N FREEPORT WAY","3192732","1708341","5","512","2305","THEFT - ITEMS FROM VEHICLE","Theft from Motor Vehicle","NON-INDUSTRY","montbello"
"20168307","04-JAN-16","04-JAN-16","05-JAN-16","777 N CANOSA CT","3134946","1690779","1","122","2205","BURGLARY - BUSINESS NO FORCE","Burglary","INDUSTRY","sun-valley"
"2015637687","31-OCT-15","31-OCT-15","31-OCT-15","884 S IVY ST","3163121","1680528","3","322","2202","BURGLARY - RESIDENCE BY FORCE","Burglary","NON-INDUSTRY","washington-virginia-vale"
"2015171263","29-MAR-15","29-MAR-15","29-MAR-15","120 S KALAMATH ST","3140718","1685493","3","311","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","baker"
"2014282243","02-JUN-14","","02-JUN-14","1239 W NEVADA PL","3139939","1684058","4","412","5312","DISTURBING THE PEACE","All Other Crimes","INDUSTRY","athmar-park"
"2014340194","02-JUL-14","02-JUL-14","02-JUL-14","20 E COLORADO AVE","3144290","1674371","3","313","1202","ROBBERY - BUSINESS","Robbery-Business","NON-INDUSTRY","platt-park"
"201555357","28-JAN-15","29-JAN-15","29-JAN-15","4105 N JASON ST","3140597","1706917","1","112","5707","CRIMINAL TRESPASSING","All Other Crimes","INDUSTRY","sunnyside"
"2016171027","18-MAR-16","18-MAR-16","18-MAR-16","2420 S COLORADO BLVD","3157568","1670426","3","313","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","university-hills"
"20135004083","05-DEC-13","","05-DEC-13","2707 W 38TH AVE","3134692","1705492","1","111","2609","FRAUD - BY USE OF COMPUTER","All Other Crimes","INDUSTRY","sunnyside"
"20151514","01-JAN-15","01-JAN-15","02-JAN-15","870 N NAVAJO ST","3139520","1691139","1","123","2206","BURGLARY - POSS. OF TOOLS","All Other Crimes","INDUSTRY","lincoln-park"
"2013617118","24-DEC-13","24-DEC-13","24-DEC-13","3955 N ONEIDA ST","3166432","1706593","2","221","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","northeast-park-hill"
"20146006522","18-JUL-14","19-JUL-14","19-JUL-14","6300 E HAMPDEN AVE","3164363","1662952","3","323","2305","THEFT - ITEMS FROM VEHICLE","Theft from Motor Vehicle","NON-INDUSTRY","hampden-south"
"2013618488","24-DEC-13","24-DEC-13","24-DEC-13","1640 N WILLOW ST","3172141","1695987","2","223","2202","BURGLARY - RESIDENCE BY FORCE","Burglary","NON-INDUSTRY","east-colfax"
"2015530490","13-SEP-15","13-SEP-15","13-SEP-15","2209 W 32ND AVE","3136866","1702905","1","113","2999","CRIMINAL MISCHIEF - OTHER","Criminal Mischief-Property","INDUSTRY","highland"
"2015320168","09-JUN-15","","09-JUN-15","2568 S BROADWAY ST","3144350","1669345","3","313","2305","THEFT - ITEMS FROM VEHICLE","Theft from Motor Vehicle","NON-INDUSTRY","rosedale"
"2015351217","24-JUN-15","24-JUN-15","24-JUN-15","835 E 50TH AVE","3147226","1712486","1","112","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","globeville"
"2013573936","27-NOV-13","28-NOV-13","28-NOV-13","887 S BROADWAY ST","3143994","1680453","3","311","2305","THEFT - ITEMS FROM VEHICLE","Theft from Motor Vehicle","NON-INDUSTRY","baker"
"2016108561","20-FEB-16","20-FEB-16","20-FEB-16","1568 S FEDERAL BLVD","3133861","1675958","4","422","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","ruby-hill"
"201358667","04-FEB-13","05-FEB-13","05-FEB-13","2438 LARIMER ST","3144248","1701084","6","612","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","five-points"
"201348828","30-JAN-13","30-JAN-13","30-JAN-13","20372 E 40TH PL","3210589","1706672","5","513","2202","BURGLARY - RESIDENCE BY FORCE","Burglary","NON-INDUSTRY","gateway-green-valley-ranch"
"2015336116","17-JUN-15","17-JUN-15","17-JUN-15","5140 N CLARKSON ST","3147033","1713064","1","112","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","globeville"
"2014164303","02-APR-14","02-APR-14","02-APR-14","4620 N PEORIA ST","3183815","1709739","5","512","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","montbello"
"2013471031","30-SEP-13","","30-SEP-13","550 N ALTON WAY","3174900","1689147","3","321","2399","THEFT - OTHER","Larceny","NON-INDUSTRY","lowry-field"
"2014286595","05-JUN-14","05-JUN-14","05-JUN-14","1300 N ADAMS ST","3155218","1693801","2","213","2202","BURGLARY - RESIDENCE BY FORCE","Burglary","NON-INDUSTRY","congress-park"
"2015355741","26-JUN-15","26-JUN-15","26-JUN-15","4124 N SHERIDAN BLVD","3125672","1706910","1","111","1208","ROBBERY - RESIDENCE","Robbery-Street-Res","NON-INDUSTRY","berkeley"
"2013625309","29-DEC-13","","29-DEC-13","970 N LINCOLN ST","3144639","1691795","6","623","1202","ROBBERY - BUSINESS","Robbery-Business","INDUSTRY","capitol-hill"
"2016128409","29-FEB-16","29-FEB-16","29-FEB-16","6858 E EVANS AVE","3166312","1672406","3","322","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","goldsmith"
"2013459066","24-SEP-13","24-SEP-13","24-SEP-13","1201 W CUSTER PL","3140182","1682761","4","412","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","athmar-park"
"2015680760","21-NOV-15","21-NOV-15","21-NOV-15","2675 W 38TH AVE","3134819","1705508","1","111","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","sunnyside"
"201470024","10-FEB-14","10-FEB-14","10-FEB-14","4690 N BRIGHTON BLVD","3149975","1710084","2","212","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","elyria-swansea"
"2013620951","27-DEC-13","","27-DEC-13","W 9TH AVE / N VALLEJO ST","3137020","1691536","1","123","7399","PUBLIC ORDER CRIMES - OTHER","All Other Crimes","INDUSTRY","lincoln-park"
"2015673932","18-NOV-15","18-NOV-15","18-NOV-15","7289 E HAMPDEN AVE","3167907","1663479","3","323","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","hampden"
"201358228","04-FEB-13","04-FEB-13","05-FEB-13","501 N RARITAN WAY","3137832","1689157","3","311","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","baker"
"2014185907","12-APR-14","13-APR-14","13-APR-14","4 S SANTA FE DR","3141171","1686159","3","311","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","baker"
"2012313463","14-JUL-12","14-JUL-12","14-JUL-12","5670 E EVANS AVE","3162914","1672392","3","322","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","goldsmith"
"2015561946","26-SEP-15","26-SEP-15","27-SEP-15","2645 S SANTA FE DR","3141468","1668820","3","313","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","overland"
"2014619701","21-NOV-14","21-NOV-14","21-NOV-14","395 N YUMA ST","3136294","1688197","4","411","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","valverde"
"2013484587","08-OCT-13","08-OCT-13","08-OCT-13","4414 N VINE ST","3151174","1708722","2","212","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","elyria-swansea"
"2013127272","07-DEC-12","21-FEB-13","19-MAR-13","4571 N IVY ST","3162941","1709422","2","221","2399","THEFT - OTHER","Larceny","INDUSTRY","northeast-park-hill"
"2014244236","14-MAY-14","14-MAY-14","14-MAY-14","4125 N ELATI ST","3142294","1706924","1","112","2999","CRIMINAL MISCHIEF - OTHER","Criminal Mischief-Property","INDUSTRY","globeville"
"2013615516","23-DEC-13","23-DEC-13","23-DEC-13","4690 N BRIGHTON BLVD","3149975","1710084","2","212","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","elyria-swansea"
"2012561455","04-DEC-12","","04-DEC-12","4500 BLOCK N WASHINGTON ST","3146519","1708969","1","112","1315","MENACING - FELONY W/WEAP","Agg ASLT-Firearm","NON-INDUSTRY","globeville"
"2013114836","12-MAR-13","12-MAR-13","12-MAR-13","1255 S HURON ST","3141538","1678026","4","422","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","ruby-hill"
"2013428608","02-SEP-13","","07-SEP-13","1931 S TEJON ST","3137442","1673537","4","422","1208","ROBBERY - RESIDENCE","Robbery-Street-Res","NON-INDUSTRY","college-view-south-platte"
"20136001199","02-FEB-13","02-FEB-13","02-FEB-13","2895 S HIGH ST","3150431","1667309","3","313","2305","THEFT - ITEMS FROM VEHICLE","Theft from Motor Vehicle","NON-INDUSTRY","university"
"2015742621","23-DEC-15","23-DEC-15","23-DEC-15","695 N BRYANT ST","3135289","1690059","1","122","5707","CRIMINAL TRESPASSING","All Other Crimes","INDUSTRY","sun-valley"
"2015706945","05-DEC-15","","05-DEC-15","N TAMARAC ST / E COLFAX AVE","3170067","1695048","2","223","2404","THEFT - OF MOTOR VEHICLE","Auto Theft","NON-INDUSTRY","east-colfax"
"2012184828","04-MAY-12","04-MAY-12","04-MAY-12","4101 E WESLEY AVE","3157833","1670764","3","313","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","university-hills"
"2012193384","08-MAY-12","","08-MAY-12","2300 LAWRENCE ST","3144043","1700323","6","611","1205","ROBBERY - STREET","Robbery-Street-Res","NON-INDUSTRY","five-points"
"2012195187","09-MAY-12","09-MAY-12","10-MAY-12","1500 BLOCK N OSCEOLA ST / / N PERRY ST","3129906","1695092","1","121","1205","ROBBERY - STREET","Robbery-Street-Res","NON-INDUSTRY","west-colfax"
"201517080","09-JAN-15","09-JAN-15","09-JAN-15","2028 E COLFAX AVE","3151143","1694813","6","622","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","cheesman-park"
"2015383404","08-JUL-15","08-JUL-15","08-JUL-15","735 W BAYAUD AVE","3141360","1685867","3","311","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","baker"
"201250713","06-FEB-12","07-FEB-12","07-FEB-12","7801 E COLFAX AVE","3169510","1695148","2","223","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","east-colfax"
"2014277269","31-MAY-14","31-MAY-14","31-MAY-14","1211 S QUEBEC WAY","3168208","1678222","3","322","2202","BURGLARY - RESIDENCE BY FORCE","Burglary","NON-INDUSTRY","washington-virginia-vale"
"2012596947","29-JUN-12","01-JUL-12","27-DEC-12","4 S SANTA FE DR","3141171","1686159","3","311","2399","THEFT - OTHER","Larceny","INDUSTRY","baker"
"2014311723","18-JUN-14","18-JUN-14","18-JUN-14","7755 E QUINCY AVE","3169240","1658522","3","323","2202","BURGLARY - RESIDENCE BY FORCE","Burglary","NON-INDUSTRY","hampden-south"
"201386146","22-FEB-13","22-FEB-13","22-FEB-13","1865 S ACOMA ST","3143812","1674001","3","313","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","overland"
"2013139288","27-MAR-13","28-MAR-13","28-MAR-13","777 N CANOSA CT","3134946","1690779","1","122","2999","CRIMINAL MISCHIEF - OTHER","Criminal Mischief-Property","INDUSTRY","sun-valley"
"2012601671","30-DEC-12","30-DEC-12","30-DEC-12","6858 E EVANS AVE","3166312","1672406","3","322","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","goldsmith"
"2012504168","26-OCT-12","29-OCT-12","29-OCT-12","3225 E 42ND AVE","3154943","1707779","2","212","2999","CRIMINAL MISCHIEF - MTR VEH","Criminal Mischief-Vehicle","INDUSTRY","elyria-swansea"
"2012528763","13-NOV-12","13-NOV-12","13-NOV-12","5515 N TULSA WAY","3185781","1714847","5","512","2204","BURGLARY - RESIDENCE NO FORCE","Burglary","NON-INDUSTRY","montbello"
"201499873","26-FEB-14","26-FEB-14","26-FEB-14","9700 E ILIFF AVE","3176311","1670689","3","323","2308","THEFT - FROM BLDG","Larceny","NON-INDUSTRY","hampden"
"2015242578","03-MAY-15","03-MAY-15","03-MAY-15","E COLFAX AVE / N COOK ST","3155322","1694953","2","213","1205","ROBBERY - STREET","Robbery-Street-Res","NON-INDUSTRY","congress-park"
"2012510833","02-NOV-12","02-NOV-12","02-NOV-12","543 N BRYANT ST","3135294","1689181","4","411","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","valverde"
"201429889","18-JAN-14","18-JAN-14","18-JAN-14","1445 S PEARL ST","3146125","1676779","3","313","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","platt-park"
"2014323250","23-JUN-14","24-JUN-14","24-JUN-14","5098 N PARIS ST","3183080","1713539","5","511","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","montbello"
"201458037","03-FEB-14","03-FEB-14","03-FEB-14","2420 S COLORADO BLVD","3157568","1670426","3","313","2999","CRIMINAL MISCHIEF - OTHER","Criminal Mischief-Property","INDUSTRY","university-hills"
"2014417594","10-AUG-14","10-AUG-14","10-AUG-14","6858 E EVANS AVE","3166312","1672406","3","322","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","goldsmith"
"2014129930","14-MAR-14","14-MAR-14","14-MAR-14","1346 W CEDAR AVE","3139304","1684887","4","411","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","valverde"
"201231972","24-JAN-12","24-JAN-12","24-JAN-12","155 S PECOS ST","3138861","1685187","4","411","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","valverde"
"201269667","20-FEB-12","20-FEB-12","20-FEB-12","4480 W NEVADA PL","3127798","1683928","4","412","1208","ROBBERY - RESIDENCE","Robbery-Street-Res","NON-INDUSTRY","westwood"
"2013109702","08-MAR-13","08-MAR-13","08-MAR-13","1421 S GRANT ST","3145122","1676889","3","313","2202","BURGLARY - RESIDENCE BY FORCE","Burglary","NON-INDUSTRY","platt-park"
"201299464","11-MAR-12","11-MAR-12","11-MAR-12","5101 E COLFAX AVE","3160761","1695051","2","222","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","south-park-hill"
"2014187952","03-MAR-14","","14-APR-14","4 S SANTA FE DR","3141171","1686159","3","311","2303","THEFT - SHOPLIFT","Larceny","INDUSTRY","baker"
"2013427243","06-SEP-13","06-SEP-13","06-SEP-13","16TH ST / CALIFORNIA ST","3142790","1696716","6","611","1205","ROBBERY - STREET","Robbery-Street-Res","NON-INDUSTRY","cbd"
"2012127850","29-MAR-12","29-MAR-12","29-MAR-12","2262 S BROADWAY ST","3144351","1671325","3","313","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","rosedale"
"2015202896","14-APR-15","14-APR-15","14-APR-15","1332 S CHEROKEE ST","3143338","1677553","3","311","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","overland"
"2014295824","10-JUN-14","10-JUN-14","10-JUN-14","6858 E EVANS AVE","3166312","1672406","3","322","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","goldsmith"
"2013628003","19-NOV-13","31-DEC-13","31-DEC-13","13400 E ALBROOK DR","3186238","1708675","5","512","2399","THEFT - OTHER","Larceny","NON-INDUSTRY","montbello"
"2015383256","07-JUL-15","08-JUL-15","08-JUL-15","6853 LEETSDALE DR","3166373","1680902","3","321","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","washington-virginia-vale"
"2013500529","17-OCT-13","","17-OCT-13","4042 E BATAVIA PL","3157590","1695760","2","222","1208","ROBBERY - RESIDENCE","Robbery-Street-Res","NON-INDUSTRY","south-park-hill"
"2013603282","15-DEC-13","15-DEC-13","16-DEC-13","2251 S BROADWAY ST","3144110","1671448","3","313","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","overland"
"2014558417","20-OCT-14","","20-OCT-14","4900 BLOCK N BLACKHAWK WAY","3187910","1711722","5","512","1205","ROBBERY - STREET","Robbery-Street-Res","NON-INDUSTRY","montbello"
"2015200687","13-APR-15","","13-APR-15","1100 BLOCK E COLFAX AVE","3148028","1694838","6","623","2399","THEFT - OTHER","Larceny","NON-INDUSTRY","capitol-hill"
"2014150699","24-MAR-14","24-MAR-14","24-MAR-14","3801 N JASON ST","3140598","1705540","1","112","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","sunnyside"
"2013556880","16-NOV-13","16-NOV-13","18-NOV-13","1828 E 36TH AVE","3150379","1704606","2","211","1208","ROBBERY - RESIDENCE","Robbery-Street-Res","NON-INDUSTRY","cole"
"2014140417","18-MAR-14","18-MAR-14","19-MAR-14","330 S DAYTON ST","3175842","1683494","3","321","2399","THEFT - OTHER","Larceny","INDUSTRY","windsor"
"20126005263","13-JUL-12","13-JUL-12","16-JUL-12","2635 WELTON ST","3146524","1700038","2","211","2399","THEFT - OTHER","Larceny","INDUSTRY","five-points"
"2012105932","12-MAR-12","12-MAR-12","15-MAR-12","1660 E 40TH AVE","3149731","1706807","2","211","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","cole"
"2012121036","24-MAR-12","","24-MAR-12","1499 N BROADWAY ST","3144130","1694794","6","611","1205","ROBBERY - STREET","Robbery-Street-Res","NON-INDUSTRY","civic-center"
"201327488","17-JAN-13","17-JAN-13","17-JAN-13","114 W BAYAUD AVE","3143398","1685611","3","311","2308","THEFT - FROM BLDG","Larceny","INDUSTRY","baker"
"2012556402","01-DEC-12","01-DEC-12","01-DEC-12","2748 W ALAMEDA AVE","3134512","1684157","4","412","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","athmar-park"
"2015687783","24-NOV-15","24-NOV-15","24-NOV-15","1555 N LAFAYETTE ST","3148688","1695242","6","622","2202","BURGLARY - RESIDENCE BY FORCE","Burglary","NON-INDUSTRY","city-park-west"
"2012513454","03-NOV-12","03-NOV-12","03-NOV-12","2000 S DAHLIA ST","3160167","1673118","3","322","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","virginia-village"
"201431577","19-JAN-14","19-JAN-14","19-JAN-14","5194 N WASHINGTON ST","3146706","1713375","1","112","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","globeville"
"2012179831","01-MAY-12","01-MAY-12","01-MAY-12","3525 S TAMARAC DR","3169186","1663048","3","323","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","hampden-south"
"2012181513","01-MAY-12","02-MAY-12","02-MAY-12","2777 S COLORADO BLVD","3157354","1667895","3","313","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","wellshire"
"2013281893","21-JUN-13","21-JUN-13","21-JUN-13","8525 E HAMPDEN AVE","3172035","1663662","3","323","2202","BURGLARY - RESIDENCE BY FORCE","Burglary","NON-INDUSTRY","hampden"
"2013212559","12-MAY-13","12-MAY-13","12-MAY-13","310O BLOCK N COLORADO BLVD","3157429","1688090","3","321","1205","ROBBERY - STREET","Robbery-Street-Res","NON-INDUSTRY","hilltop"
"2012197974","11-MAY-12","11-MAY-12","11-MAY-12","4558 N BISCAY ST","3206229","1709567","5","513","2204","BURGLARY - RESIDENCE NO FORCE","Burglary","NON-INDUSTRY","gateway-green-valley-ranch"
"2013313926","07-JUL-13","07-JUL-13","08-JUL-13","424 N LIPAN ST","3140367","1688657","3","311","2205","BURGLARY - BUSINESS NO FORCE","Burglary","INDUSTRY","baker"
"2013615526","23-DEC-13","23-DEC-13","23-DEC-13","3995 E 50TH AVE","3156921","1712528","2","212","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","elyria-swansea"
"2012119198","22-MAR-12","22-MAR-12","22-MAR-12","3301 E 42ND AVE","3155008","1707742","2","212","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","elyria-swansea"
"201314741","09-JAN-13","10-JAN-13","10-JAN-13","2324 E MLK BLVD","3152069","1702842","2","213","2399","THEFT - OTHER","Larceny","NON-INDUSTRY","skyland"
"2012179859","01-MAY-12","01-MAY-12","01-MAY-12","3525 S TAMARAC DR","3169186","1663048","3","323","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","hampden-south"
"2013370130","07-AUG-13","07-AUG-13","07-AUG-13","2210 W GILL PL","3136809","1681866","4","412","2202","BURGLARY - RESIDENCE BY FORCE","Burglary","NON-INDUSTRY","athmar-park"
"2012199259","12-MAY-12","","12-MAY-12","4925 N FEDERAL BLVD","3133326","1711573","1","111","1202","ROBBERY - BUSINESS","Robbery-Business","INDUSTRY","regis"
"2012127752","29-MAR-12","29-MAR-12","29-MAR-12","2291 S KALAMATH ST","3140449","1671192","4","422","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","college-view-south-platte"
"201690330","12-FEB-16","12-FEB-16","12-FEB-16","2193 W EVANS AVE","3137109","1672567","4","422","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","college-view-south-platte"
"2012114409","20-MAR-12","","20-MAR-12","S BROADWAY ST / W ILIFF AVE","3144238","1671114","3","313","2305","THEFT - ITEMS FROM VEHICLE","Theft from Motor Vehicle","NON-INDUSTRY","overland"
"2012313890","14-JUL-12","","14-JUL-12","2000 S ACOMA ST","3143978","1673024","3","313","2399","THEFT - OTHER","Larceny","INDUSTRY","overland"
"2013336765","18-JUL-13","19-JUL-13","20-JUL-13","835 E 50TH AVE","3147226","1712486","1","112","2308","THEFT - FROM BLDG","Larceny","INDUSTRY","globeville"
"2013380307","13-AUG-13","","13-AUG-13","5523 N BILLINGS ST","3189432","1714451","5","512","1313","ASSAULT - SIMPLE","Simple Assault","NON-INDUSTRY","montbello"
"2014188680","14-APR-14","15-APR-14","15-APR-14","788 N VALLEJO ST","3136962","1690772","1","123","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","lincoln-park"
"2013612124","20-DEC-13","20-DEC-13","20-DEC-13","4 S SANTA FE DR","3141171","1686159","3","311","2203","BURGLARY - BUSINESS BY FORCE","Burglary","INDUSTRY","baker"
